DBN,School Name,Cohort Year,SWD # Total Cohort,SWD # Grads,SWD % Grads,SWD # Total Regents,SWD % Total Regents of Cohort,SWD # Advanced Regents,SWD % Advanced Regents of Cohort,SWD # Dropout,SWD % Dropout,Not SWD # Total Cohort,Not SWD # Grads,Not SWD % Grads,Not SWD # Total Regents,Not SWD % Total Regents of Cohort,Not SWD # Advanced Regents,Not SWD % Advanced Regents of Cohort,Not SWD # Dropout,Not SWD % Dropout
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,2001,11.0,0,0.0,0,0.0,0,0.0,1,9.1,,,,,,,,,
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,2017,13.0,9,69.2,9,69.2,3,23.1,3,23.1,42.0,41,97.6,41,97.6,25,59.5,1,2.4
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,2016,15.0,13,86.7,13,86.7,0,0.0,2,13.3,47.0,44,93.6,44,93.6,1,2.1,1,2.1
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,2015,10.0,8,80.0,7,70.0,1,10.0,1,10.0,52.0,46,88.5,46,88.5,3,5.8,4,7.7
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,2014,18.0,10,55.6,5,27.8,0,0.0,5,27.8,57.0,46,80.7,46,80.7,0,0.0,2,3.5
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,2013,14.0,7,50.0,6,42.9,0,0.0,1,7.1,77.0,54,70.1,54,70.1,0,0.0,4,5.2
02M139,STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HIGH SCHOOL,2017,22.0,18,81.8,18,81.8,0,0.0,1,4.5,82.0,73,89.0,73,89.0,0,0.0,6,7.3
02M139,STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HIGH SCHOOL,2016,23.0,17,73.9,17,73.9,3,13.0,1,4.3,74.0,64,86.5,64,86.5,7,9.5,7,9.5
02M139,STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HIGH SCHOOL,2015,22.0,17,77.3,11,50.0,1,4.5,3,13.6,58.0,53,91.4,49,84.5,3,5.2,3,5.2
02M139,STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HIGH SCHOOL,2014,27.0,17,63.0,11,40.7,1,3.7,3,11.1,73.0,61,83.6,58,79.5,1,1.4,8,11.0
02M139,STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HIGH SCHOOL,2013,26.0,18,69.2,9,34.6,0,0.0,3,11.5,49.0,44,89.8,41,83.7,3,6.1,3,6.1
02M139,STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HIGH SCHOOL,2012,,,,,,,,,,1.0,s,s,s,s,s,s,s,s
02M260,THE CLINTON SCHOOL,2017,20.0,20,100.0,20,100.0,0,0.0,0,0.0,104.0,101,97.1,101,97.1,0,0.0,0,0.0
02M260,THE CLINTON SCHOOL,2016,18.0,16,88.9,16,88.9,0,0.0,0,0.0,80.0,79,98.8,79,98.8,0,0.0,0,0.0
02M260,THE CLINTON SCHOOL,2015,13.0,10,76.9,9,69.2,0,0.0,1,7.7,73.0,68,93.2,68,93.2,0,0.0,0,0.0
02M280,MANHATTAN EARLY COLLEGE SCHOOL FOR ADVERTISING,2017,15.0,12,80.0,12,80.0,0,0.0,1,6.7,86.0,81,94.2,81,94.2,0,0.0,0,0.0
02M280,MANHATTAN EARLY COLLEGE SCHOOL FOR ADVERTISING,2016,18.0,12,66.7,12,66.7,0,0.0,1,5.6,71.0,65,91.5,65,91.5,0,0.0,0,0.0
02M280,MANHATTAN EARLY COLLEGE SCHOOL FOR ADVERTISING,2015,15.0,12,80.0,6,40.0,0,0.0,2,13.3,65.0,65,100.0,65,100.0,0,0.0,0,0.0
02M280,MANHATTAN EARLY COLLEGE SCHOOL FOR ADVERTISING,2014,17.0,16,94.1,9,52.9,0,0.0,0,0.0,67.0,65,97.0,65,97.0,0,0.0,2,3.0
02M282,URBAN ASSEMBLY MAKER ACADEMY,2017,21.0,18,85.7,18,85.7,0,0.0,1,4.8,83.0,78,94.0,78,94.0,0,0.0,1,1.2
02M282,URBAN ASSEMBLY MAKER ACADEMY,2016,19.0,12,63.2,12,63.2,0,0.0,3,15.8,73.0,69,94.5,69,94.5,7,9.6,2,2.7
02M282,URBAN ASSEMBLY MAKER ACADEMY,2015,8.0,6,75.0,4,50.0,0,0.0,1,12.5,68.0,60,88.2,57,83.8,0,0.0,2,2.9
02M282,URBAN ASSEMBLY MAKER ACADEMY,2014,9.0,8,88.9,2,22.2,0,0.0,1,11.1,84.0,71,84.5,65,77.4,0,0.0,4,4.8
02M282,URBAN ASSEMBLY MAKER ACADEMY,2013,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
02M288,FOOD AND FINANCE HIGH SCHOOL,2017,15.0,9,60.0,9,60.0,3,20.0,2,13.3,66.0,56,84.8,56,84.8,34,51.5,1,1.5
02M288,FOOD AND FINANCE HIGH SCHOOL,2016,20.0,12,60.0,8,40.0,0,0.0,3,15.0,68.0,61,89.7,61,89.7,13,19.1,5,7.4
02M288,FOOD AND FINANCE HIGH SCHOOL,2015,15.0,12,80.0,6,40.0,0,0.0,0,0.0,67.0,56,83.6,52,77.6,2,3.0,5,7.5
02M288,FOOD AND FINANCE HIGH SCHOOL,2014,16.0,9,56.3,7,43.8,1,6.3,2,12.5,68.0,61,89.7,60,88.2,1,1.5,1,1.5
02M288,FOOD AND FINANCE HIGH SCHOOL,2013,12.0,8,66.7,2,16.7,0,0.0,3,25.0,74.0,68,91.9,65,87.8,4,5.4,3,4.1
02M288,FOOD AND FINANCE HIGH SCHOOL,2012,14.0,11,78.6,5,35.7,0,0.0,2,14.3,80.0,72,90.0,67,83.8,1,1.3,1,1.3
02M288,FOOD AND FINANCE HIGH SCHOOL,2011,18.0,12,66.7,5,27.8,0,0.0,3,16.7,81.0,66,81.5,62,76.5,0,0.0,4,4.9
02M288,FOOD AND FINANCE HIGH SCHOOL,2010,23.0,14,60.9,2,8.7,0,0.0,4,17.4,79.0,54,68.4,54,68.4,0,0.0,6,7.6
02M288,FOOD AND FINANCE HIGH SCHOOL,2009,15.0,12,80.0,4,26.7,0,0.0,1,6.7,67.0,56,83.6,56,83.6,0,0.0,2,3.0
02M288,FOOD AND FINANCE HIGH SCHOOL,2008,17.0,9,52.9,6,35.3,0,0.0,6,35.3,80.0,61,76.3,61,76.3,1,1.3,3,3.8
02M288,FOOD AND FINANCE HIGH SCHOOL,2007,15.0,10,66.7,4,26.7,0,0.0,2,13.3,75.0,59,78.7,57,76.0,0,0.0,6,8.0
02M288,FOOD AND FINANCE HIGH SCHOOL,2006,18.0,15,83.3,4,22.2,0,0.0,1,5.6,84.0,76,90.5,73,86.9,0,0.0,2,2.4
02M288,FOOD AND FINANCE HIGH SCHOOL,2005,13.0,7,53.8,2,15.4,0,0.0,1,7.7,66.0,52,78.8,46,69.7,0,0.0,1,1.5
02M288,FOOD AND FINANCE HIGH SCHOOL,2004,12.0,6,50.0,3,25.0,0,0.0,3,25.0,68.0,47,69.1,47,69.1,0,0.0,13,19.1
02M288,FOOD AND FINANCE HIGH SCHOOL,2003,,,,,,,,,,5.0,s,s,s,s,s,s,s,s
02M288,FOOD AND FINANCE HIGH SCHOOL,2002,,,,,,,,,,1.0,s,s,s,s,s,s,s,s
02M288,FOOD AND FINANCE HIGH SCHOOL,2001,,,,,,,,,,1.0,s,s,s,s,s,s,s,s
02M294,ESSEX STREET ACADEMY,2017,27.0,27,100.0,27,100.0,0,0.0,0,0.0,68.0,66,97.1,66,97.1,0,0.0,1,1.5
02M294,ESSEX STREET ACADEMY,2016,14.0,13,92.9,13,92.9,0,0.0,1,7.1,53.0,52,98.1,52,98.1,0,0.0,0,0.0
02M294,ESSEX STREET ACADEMY,2015,24.0,20,83.3,20,83.3,0,0.0,1,4.2,48.0,43,89.6,43,89.6,0,0.0,1,2.1
02M294,ESSEX STREET ACADEMY,2014,18.0,14,77.8,11,61.1,0,0.0,2,11.1,67.0,53,79.1,53,79.1,0,0.0,2,3.0
02M294,ESSEX STREET ACADEMY,2013,26.0,18,69.2,16,61.5,0,0.0,1,3.8,54.0,48,88.9,48,88.9,0,0.0,1,1.9
02M294,ESSEX STREET ACADEMY,2012,27.0,16,59.3,15,55.6,0,0.0,3,11.1,61.0,54,88.5,54,88.5,0,0.0,1,1.6
02M294,ESSEX STREET ACADEMY,2011,21.0,14,66.7,11,52.4,0,0.0,2,9.5,68.0,56,82.4,56,82.4,0,0.0,2,2.9
02M294,ESSEX STREET ACADEMY,2010,14.0,10,71.4,9,64.3,0,0.0,1,7.1,65.0,43,66.2,43,66.2,0,0.0,10,15.4
02M294,ESSEX STREET ACADEMY,2009,12.0,6,50.0,1,8.3,0,0.0,3,25.0,66.0,41,62.1,41,62.1,0,0.0,6,9.1
02M294,ESSEX STREET ACADEMY,2008,21.0,11,52.4,10,47.6,0,0.0,6,28.6,64.0,48,75.0,48,75.0,0,0.0,6,9.4
02M294,ESSEX STREET ACADEMY,2007,19.0,5,26.3,2,10.5,0,0.0,3,15.8,61.0,42,68.9,10,16.4,0,0.0,5,8.2
02M294,ESSEX STREET ACADEMY,2006,12.0,9,75.0,5,41.7,0,0.0,1,8.3,77.0,55,71.4,53,68.8,0,0.0,8,10.4
02M294,ESSEX STREET ACADEMY,2005,9.0,6,66.7,6,66.7,0,0.0,0,0.0,61.0,48,78.7,47,77.0,0,0.0,0,0.0
02M294,ESSEX STREET ACADEMY,2004,12.0,12,100.0,1,8.3,0,0.0,0,0.0,84.0,69,82.1,47,56.0,0,0.0,5,6.0
02M294,ESSEX STREET ACADEMY,2003,3.0,s,s,s,s,s,s,s,s,8.0,s,s,s,s,s,s,s,s
02M294,ESSEX STREET ACADEMY,2002,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2017,20.0,11,55.0,11,55.0,0,0.0,2,10.0,68.0,55,80.9,55,80.9,0,0.0,0,0.0
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2016,24.0,11,45.8,11,45.8,0,0.0,5,20.8,61.0,52,85.2,51,83.6,0,0.0,3,4.9
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2015,22.0,12,54.5,3,13.6,0,0.0,2,9.1,77.0,57,74.0,50,64.9,0,0.0,5,6.5
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2014,15.0,8,53.3,1,6.7,0,0.0,2,13.3,66.0,55,83.3,52,78.8,0,0.0,3,4.5
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2013,15.0,4,26.7,1,6.7,0,0.0,5,33.3,70.0,46,65.7,46,65.7,0,0.0,3,4.3
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2012,19.0,9,47.4,5,26.3,0,0.0,2,10.5,85.0,68,80.0,67,78.8,0,0.0,6,7.1
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2011,16.0,10,62.5,3,18.8,0,0.0,1,6.3,87.0,73,83.9,68,78.2,0,0.0,1,1.1
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2010,22.0,8,36.4,2,9.1,0,0.0,7,31.8,76.0,62,81.6,60,78.9,0,0.0,4,5.3
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2009,8.0,3,37.5,2,25.0,0,0.0,2,25.0,68.0,43,63.2,40,58.8,0,0.0,11,16.2
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2008,22.0,16,72.7,7,31.8,0,0.0,3,13.6,75.0,55,73.3,55,73.3,0,0.0,5,6.7
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2007,11.0,7,63.6,5,45.5,0,0.0,2,18.2,71.0,54,76.1,52,73.2,3,4.2,4,5.6
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2006,8.0,4,50.0,1,12.5,0,0.0,1,12.5,67.0,54,80.6,49,73.1,1,1.5,4,6.0
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2005,3.0,s,s,s,s,s,s,s,s,88.0,s,s,s,s,s,s,s,s
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2004,5.0,s,s,s,s,s,s,s,s,76.0,s,s,s,s,s,s,s,s
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2003,,,,,,,,,,4.0,s,s,s,s,s,s,s,s
02M298,PACE HIGH SCHOOL,2017,23.0,10,43.5,10,43.5,1,4.3,2,8.7,118.0,95,80.5,95,80.5,36,30.5,6,5.1
02M298,PACE HIGH SCHOOL,2016,26.0,18,69.2,18,69.2,1,3.8,1,3.8,105.0,93,88.6,93,88.6,28,26.7,3,2.9
02M298,PACE HIGH SCHOOL,2015,20.0,11,55.0,11,55.0,1,5.0,4,20.0,115.0,95,82.6,92,80.0,9,7.8,5,4.3
02M298,PACE HIGH SCHOOL,2014,17.0,10,58.8,7,41.2,0,0.0,3,17.6,93.0,82,88.2,82,88.2,17,18.3,2,2.2
02M298,PACE HIGH SCHOOL,2013,10.0,4,40.0,3,30.0,0,0.0,1,10.0,82.0,69,84.1,69,84.1,9,11.0,2,2.4
02M298,PACE HIGH SCHOOL,2012,11.0,10,90.9,8,72.7,0,0.0,0,0.0,98.0,87,88.8,86,87.8,11,11.2,1,1.0
02M298,PACE HIGH SCHOOL,2011,9.0,7,77.8,7,77.8,1,11.1,0,0.0,89.0,78,87.6,78,87.6,16,18.0,1,1.1
02M298,PACE HIGH SCHOOL,2010,11.0,10,90.9,6,54.5,0,0.0,0,0.0,84.0,77,91.7,77,91.7,18,21.4,2,2.4
02M298,PACE HIGH SCHOOL,2009,14.0,9,64.3,9,64.3,0,0.0,1,7.1,84.0,72,85.7,72,85.7,6,7.1,2,2.4
02M298,PACE HIGH SCHOOL,2008,12.0,9,75.0,8,66.7,0,0.0,1,8.3,87.0,75,86.2,75,86.2,10,11.5,2,2.3
02M298,PACE HIGH SCHOOL,2007,9.0,8,88.9,6,66.7,1,11.1,0,0.0,85.0,78,91.8,75,88.2,27,31.8,2,2.4
02M298,PACE HIGH SCHOOL,2006,19.0,12,63.2,12,63.2,5,26.3,2,10.5,73.0,66,90.4,64,87.7,34,46.6,2,2.7
02M298,PACE HIGH SCHOOL,2005,7.0,4,57.1,1,14.3,0,0.0,0,0.0,91.0,78,85.7,76,83.5,13,14.3,2,2.2
02M298,PACE HIGH SCHOOL,2004,4.0,s,s,s,s,s,s,s,s,111.0,s,s,s,s,s,s,s,s
02M298,PACE HIGH SCHOOL,2003,,,,,,,,,,2.0,s,s,s,s,s,s,s,s
02M298,PACE HIGH SCHOOL,2002,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",2017,16.0,10,62.5,10,62.5,0,0.0,4,25.0,41.0,38,92.7,38,92.7,2,4.9,3,7.3
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",2016,19.0,11,57.9,11,57.9,2,10.5,2,10.5,50.0,37,74.0,37,74.0,11,22.0,8,16.0
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",2015,20.0,10,50.0,6,30.0,0,0.0,6,30.0,64.0,48,75.0,45,70.3,4,6.3,7,10.9
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",2014,17.0,9,52.9,3,17.6,0,0.0,4,23.5,69.0,51,73.9,48,69.6,2,2.9,6,8.7
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",2013,22.0,10,45.5,9,40.9,0,0.0,4,18.2,70.0,43,61.4,39,55.7,0,0.0,8,11.4
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",2012,16.0,8,50.0,7,43.8,0,0.0,3,18.8,65.0,46,70.8,46,70.8,0,0.0,1,1.5
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",2011,18.0,7,38.9,7,38.9,0,0.0,2,11.1,90.0,57,63.3,57,63.3,0,0.0,6,6.7
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",2010,16.0,7,43.8,5,31.3,0,0.0,2,12.5,79.0,52,65.8,52,65.8,2,2.5,6,7.6
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",2009,19.0,5,26.3,5,26.3,0,0.0,0,0.0,61.0,37,60.7,37,60.7,1,1.6,5,8.2
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",2008,17.0,3,17.6,3,17.6,0,0.0,7,41.2,66.0,41,62.1,41,62.1,0,0.0,9,13.6
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",2007,19.0,6,31.6,5,26.3,0,0.0,3,15.8,67.0,41,61.2,41,61.2,0,0.0,2,3.0
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",2006,7.0,2,28.6,1,14.3,0,0.0,1,14.3,73.0,47,64.4,44,60.3,0,0.0,6,8.2
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",2005,5.0,s,s,s,s,s,s,s,s,74.0,s,s,s,s,s,s,s,s
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",2004,8.0,5,62.5,5,62.5,0,0.0,2,25.0,75.0,52,69.3,48,64.0,2,2.7,3,4.0
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",2003,1.0,s,s,s,s,s,s,s,s,5.0,s,s,s,s,s,s,s,s
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",2002,1.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
02M303,"FACING HISTORY SCHOOL, THE",2017,16.0,8,50.0,8,50.0,0,0.0,7,43.8,50.0,46,92.0,46,92.0,0,0.0,4,8.0
02M303,"FACING HISTORY SCHOOL, THE",2016,27.0,18,66.7,18,66.7,0,0.0,4,14.8,87.0,77,88.5,77,88.5,0,0.0,5,5.7
02M303,"FACING HISTORY SCHOOL, THE",2015,23.0,16,69.6,14,60.9,0,0.0,4,17.4,76.0,57,75.0,57,75.0,0,0.0,10,13.2
02M303,"FACING HISTORY SCHOOL, THE",2014,26.0,14,53.8,12,46.2,0,0.0,7,26.9,80.0,55,68.8,55,68.8,0,0.0,9,11.3
02M303,"FACING HISTORY SCHOOL, THE",2013,19.0,9,47.4,9,47.4,0,0.0,6,31.6,64.0,46,71.9,46,71.9,0,0.0,6,9.4
02M303,"FACING HISTORY SCHOOL, THE",2012,23.0,14,60.9,14,60.9,0,0.0,5,21.7,67.0,48,71.6,48,71.6,0,0.0,14,20.9
02M303,"FACING HISTORY SCHOOL, THE",2011,22.0,10,45.5,9,40.9,0,0.0,6,27.3,74.0,48,64.9,48,64.9,0,0.0,9,12.2
02M303,"FACING HISTORY SCHOOL, THE",2010,21.0,11,52.4,11,52.4,0,0.0,5,23.8,85.0,49,57.6,49,57.6,0,0.0,13,15.3
02M303,"FACING HISTORY SCHOOL, THE",2009,20.0,11,55.0,11,55.0,0,0.0,5,25.0,78.0,42,53.8,42,53.8,0,0.0,13,16.7
02M303,"FACING HISTORY SCHOOL, THE",2008,30.0,12,40.0,12,40.0,3,10.0,9,30.0,84.0,53,63.1,53,63.1,23,27.4,15,17.9
02M303,"FACING HISTORY SCHOOL, THE",2007,22.0,9,40.9,7,31.8,0,0.0,4,18.2,57.0,29,50.9,29,50.9,7,12.3,12,21.1
02M303,"FACING HISTORY SCHOOL, THE",2006,13.0,4,30.8,4,30.8,0,0.0,3,23.1,58.0,30,51.7,30,51.7,0,0.0,11,19.0
02M303,"FACING HISTORY SCHOOL, THE",2005,15.0,3,20.0,3,20.0,0,0.0,3,20.0,90.0,44,48.9,44,48.9,0,0.0,17,18.9
02M303,"FACING HISTORY SCHOOL, THE",2004,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2017,12.0,12,100.0,12,100.0,3,25.0,0,0.0,48.0,41,85.4,41,85.4,17,35.4,3,6.3
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2016,12.0,8,66.7,8,66.7,0,0.0,0,0.0,52.0,48,92.3,48,92.3,6,11.5,0,0.0
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2015,14.0,12,85.7,7,50.0,0,0.0,2,14.3,48.0,43,89.6,43,89.6,2,4.2,4,8.3
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2014,17.0,12,70.6,4,23.5,0,0.0,4,23.5,42.0,35,83.3,35,83.3,0,0.0,3,7.1
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2013,13.0,9,69.2,3,23.1,0,0.0,0,0.0,54.0,43,79.6,43,79.6,0,0.0,3,5.6
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2012,11.0,8,72.7,1,9.1,0,0.0,1,9.1,60.0,51,85.0,51,85.0,0,0.0,4,6.7
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2011,17.0,11,64.7,2,11.8,0,0.0,1,5.9,60.0,55,91.7,55,91.7,0,0.0,1,1.7
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2010,7.0,4,57.1,1,14.3,0,0.0,3,42.9,52.0,43,82.7,43,82.7,0,0.0,1,1.9
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2009,14.0,9,64.3,5,35.7,0,0.0,1,7.1,61.0,51,83.6,51,83.6,0,0.0,3,4.9
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2008,11.0,4,36.4,0,0.0,0,0.0,3,27.3,49.0,33,67.3,33,67.3,1,2.0,5,10.2
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2007,11.0,1,9.1,1,9.1,0,0.0,7,63.6,48.0,36,75.0,32,66.7,1,2.1,5,10.4
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2006,5.0,s,s,s,s,s,s,s,s,56.0,s,s,s,s,s,s,s,s
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2005,8.0,1,12.5,1,12.5,0,0.0,4,50.0,62.0,49,79.0,40,64.5,2,3.2,5,8.1
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2003,,,,,,,,,,1.0,s,s,s,s,s,s,s,s
02M308,LOWER MANHATTAN ARTS ACADEMY,2017,29.0,21,72.4,21,72.4,0,0.0,1,3.4,47.0,34,72.3,34,72.3,3,6.4,3,6.4
02M308,LOWER MANHATTAN ARTS ACADEMY,2016,23.0,17,73.9,17,73.9,0,0.0,0,0.0,47.0,40,85.1,40,85.1,1,2.1,1,2.1
02M308,LOWER MANHATTAN ARTS ACADEMY,2015,26.0,16,61.5,6,23.1,0,0.0,6,23.1,40.0,31,77.5,29,72.5,0,0.0,2,5.0
02M308,LOWER MANHATTAN ARTS ACADEMY,2014,27.0,16,59.3,11,40.7,0,0.0,3,11.1,51.0,39,76.5,37,72.5,1,2.0,0,0.0
02M308,LOWER MANHATTAN ARTS ACADEMY,2013,23.0,14,60.9,4,17.4,0,0.0,4,17.4,54.0,45,83.3,44,81.5,0,0.0,2,3.7
02M308,LOWER MANHATTAN ARTS ACADEMY,2012,18.0,9,50.0,6,33.3,0,0.0,3,16.7,60.0,47,78.3,47,78.3,1,1.7,1,1.7
02M308,LOWER MANHATTAN ARTS ACADEMY,2011,29.0,12,41.4,5,17.2,0,0.0,3,10.3,56.0,46,82.1,44,78.6,0,0.0,5,8.9
02M308,LOWER MANHATTAN ARTS ACADEMY,2010,19.0,11,57.9,6,31.6,0,0.0,3,15.8,45.0,34,75.6,34,75.6,0,0.0,4,8.9
02M308,LOWER MANHATTAN ARTS ACADEMY,2009,19.0,11,57.9,6,31.6,0,0.0,2,10.5,54.0,40,74.1,39,72.2,0,0.0,4,7.4
02M308,LOWER MANHATTAN ARTS ACADEMY,2008,23.0,12,52.2,5,21.7,0,0.0,3,13.0,37.0,28,75.7,27,73.0,2,5.4,3,8.1
02M308,LOWER MANHATTAN ARTS ACADEMY,2007,17.0,8,47.1,4,23.5,0,0.0,3,17.6,46.0,38,82.6,30,65.2,1,2.2,2,4.3
02M308,LOWER MANHATTAN ARTS ACADEMY,2006,17.0,8,47.1,4,23.5,0,0.0,1,5.9,51.0,38,74.5,28,54.9,1,2.0,5,9.8
02M308,LOWER MANHATTAN ARTS ACADEMY,2005,11.0,7,63.6,3,27.3,1,9.1,3,27.3,56.0,45,80.4,27,48.2,1,1.8,4,7.1
02M308,LOWER MANHATTAN ARTS ACADEMY,2004,,,,,,,,,,3.0,s,s,s,s,s,s,s,s
02M313,"JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITIONARY LEARNING",2017,30.0,16,53.3,16,53.3,0,0.0,1,3.3,56.0,26,46.4,26,46.4,0,0.0,1,1.8
02M313,"JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITIONARY LEARNING",2016,33.0,7,21.2,5,15.2,0,0.0,2,6.1,50.0,11,22.0,11,22.0,0,0.0,2,4.0
02M313,"JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITIONARY LEARNING",2015,28.0,9,32.1,9,32.1,0,0.0,2,7.1,82.0,31,37.8,31,37.8,0,0.0,10,12.2
02M313,"JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITIONARY LEARNING",2014,39.0,7,17.9,6,15.4,0,0.0,2,5.1,88.0,33,37.5,33,37.5,0,0.0,6,6.8
02M313,"JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITIONARY LEARNING",2013,25.0,5,20.0,4,16.0,0,0.0,2,8.0,89.0,37,41.6,37,41.6,0,0.0,12,13.5
02M313,"JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITIONARY LEARNING",2012,16.0,2,12.5,2,12.5,0,0.0,1,6.3,85.0,28,32.9,28,32.9,0,0.0,8,9.4
02M313,"JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITIONARY LEARNING",2011,15.0,5,33.3,5,33.3,0,0.0,3,20.0,120.0,53,44.2,52,43.3,0,0.0,22,18.3
02M313,"JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITIONARY LEARNING",2010,23.0,4,17.4,4,17.4,0,0.0,4,17.4,92.0,35,38.0,35,38.0,0,0.0,12,13.0
02M313,"JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITIONARY LEARNING",2009,11.0,3,27.3,3,27.3,0,0.0,2,18.2,92.0,29,31.5,29,31.5,0,0.0,25,27.2
02M313,"JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITIONARY LEARNING",2008,19.0,6,31.6,5,26.3,0,0.0,5,26.3,96.0,54,56.3,52,54.2,0,0.0,8,8.3
