Index,School / Cohort,Class,% Grads,% Total Regents of Cohort,% Advanced Regents of Cohort,% Dropout,PC 1,PC 2,PC 3
03M494-2009,HIGH SCHOOL OF ARTS AND TECHNOLOGY - 2009,1,60,58.6,2.8,11,0.334202973,-0.32748255,0.146342167
03M494-2008,HIGH SCHOOL OF ARTS AND TECHNOLOGY - 2008,1,65.9,64.4,0.7,11.9,0.169947422,-0.43058673,0.439306536
03M494-2007,HIGH SCHOOL OF ARTS AND TECHNOLOGY - 2007,1,71.1,59.9,1.4,9.2,-0.005322254,-0.560465097,0.229260137
03M494-2006,HIGH SCHOOL OF ARTS AND TECHNOLOGY - 2006,1,62.8,48.9,2.9,6.6,0.245889285,-0.533864328,-0.315543258
03M494-2005,HIGH SCHOOL OF ARTS AND TECHNOLOGY - 2005,1,69.7,55.3,7.2,5.9,-0.161139869,-0.45781501,-0.209188404
03M494-2004,HIGH SCHOOL OF ARTS AND TECHNOLOGY - 2004,2,59.4,40,6.5,20,1.100000275,0.324907076,0.498878586
03M494-2003,HIGH SCHOOL OF ARTS AND TECHNOLOGY - 2003,2,49,27.2,0.7,21.2,1.771033323,0.25447314,0.289608585
03M494-2002,HIGH SCHOOL OF ARTS AND TECHNOLOGY - 2002,1,65.5,43.6,0.6,5.5,0.283355311,-0.689399509,-0.413056507
03M505-2017,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL - 2017,2,11.8,11.8,0,34.1,3.583473682,1.178428245,0.450066774
03M505-2016,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL - 2016,2,14.5,9.1,0.6,6.7,2.19767108,-0.156568666,-1.733606286
03M505-2015,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL - 2015,2,14.9,12.1,0,16.7,2.638845037,0.298937182,-0.87552691
03M505-2014,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL - 2014,2,9.6,7.2,0,22.2,3.132694195,0.62224198,-0.607097527
03M505-2013,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL - 2013,2,17.8,14.6,0,15.1,2.442635985,0.191838902,-0.913373567
03M505-2012,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL - 2012,2,14.5,11.5,0,14.5,2.550277913,0.195375451,-1.066780676
03M505-2011,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL - 2011,2,16.2,10.8,0,9.8,2.291420981,-0.04645693,-1.423103733
03M505-2010,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL - 2010,2,19,18,0,9.5,2.067055957,-0.101787516,-1.282846625
03M505-2009,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL - 2009,2,15.9,12.6,0.4,14.6,2.493254281,0.203548125,-1.022854638
03M505-2008,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL - 2008,2,20.8,18.9,0.4,14.7,2.259544435,0.154746734,-0.830285815
03M505-2007,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL - 2007,2,24.8,17.6,0.4,13,2.110483608,0.04498502,-0.919497067
03M505-2006,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL - 2006,2,27.5,16,0.5,6.5,1.755399083,-0.286152797,-1.418067438
03M505-2005,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL - 2005,2,25.1,6.2,0,15.4,2.462614618,0.17538295,-0.90396105
03M505-2004,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL - 2004,2,24.4,3.6,0,16.8,2.601050627,0.256566804,-0.846776186
03M505-2003,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL - 2003,2,12.1,1.7,0,21,3.127712687,0.559746743,-0.750070896
03M505-2002,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL - 2002,2,12,1.1,0,11.3,2.658065146,0.085151864,-1.532164932
03M505-2001,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL - 2001,2,16.7,1.6,0,13.8,2.666256555,0.171775232,-1.246668273
03M541-2017,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL - 2017,1,97.3,97.3,3.6,0,-1.860113615,-1.218539099,0.516390785
03M541-2016,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL - 2016,1,99.1,99.1,0,0,-1.865307205,-1.386998917,0.624221742
03M541-2015,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL - 2015,1,99,98,9,0,-2.020900712,-1.007890756,0.483692641
03M541-2014,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL - 2014,0,96.5,95.6,40.7,0.9,-2.505279869,0.383587409,0.048238707
03M541-2013,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL - 2013,0,100,98.4,34.4,0,-2.560112349,0.042885316,0.16560586
03M541-2012,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL - 2012,0,99,97.9,29.9,0,-2.437248303,-0.135981103,0.201190833
03M541-2011,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL - 2011,0,99.1,99.1,16.8,0,-2.201608789,-0.686354393,0.398447231
03M541-2010,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL - 2010,0,97.5,97.5,19.5,0,-2.186983289,-0.557464848,0.309316972
03M541-2009,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL - 2009,0,90.6,90.6,24.8,0,-1.996921939,-0.266194979,0.010196122
03M541-2008,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL - 2008,0,95.4,95.4,22,1.8,-2.057064744,-0.34331422,0.349368265
03M541-2007,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL - 2007,1,86.6,81.3,23.2,2.7,-1.551002592,-0.144890496,0.027836586
03M541-2006,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL - 2006,0,93.3,93.3,52.2,1.1,-2.606405729,0.903131429,-0.181461613
03M541-2005,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL - 2005,1,92.2,87.3,21.6,1,-1.852281483,-0.353312764,0.105743963
03M541-2004,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL - 2004,0,93.2,88.9,35,0.9,-2.180599313,0.18879155,-0.039489406
03M541-2003,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL - 2003,0,89.3,89.3,28.6,4.8,-1.777648984,0.141550423,0.297545714
03M859-2017,SPECIAL MUSIC SCHOOL - 2017,0,100,100,68.9,0,-3.283173165,1.47731688,-0.271997179
03M859-2016,SPECIAL MUSIC SCHOOL - 2016,0,100,100,48.9,0,-2.882814137,0.643216256,-0.003217999
03M859-2015,SPECIAL MUSIC SCHOOL - 2015,1,92.9,90.5,0,2.4,-1.430761551,-1.199285832,0.571062653
03M859-2014,SPECIAL MUSIC SCHOOL - 2014,0,97.8,97.8,22.2,0,-2.253908127,-0.447914881,0.282940233
03M859-2013,SPECIAL MUSIC SCHOOL - 2013,1,98,96.1,2,2,-1.719795661,-1.188829267,0.688986703
03M860-2017,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL - 2017,1,87.5,87.5,20.3,6.3,-1.459384407,-0.112519024,0.468811575
03M860-2016,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL - 2016,1,86.3,86.3,5.5,2.7,-1.291270927,-0.894564471,0.342058672
03M860-2015,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL - 2015,1,68.4,56.6,0,9.2,0.15075576,-0.589722578,0.149133231
03M860-2014,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL - 2014,1,71.6,58.1,0,12.2,0.197591639,-0.470106772,0.465501171
03M860-2013,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL - 2013,1,68.4,44.7,1.3,13.2,0.565635665,-0.306145496,0.255777521
03M860-2012,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL - 2012,2,53.4,32.8,1.7,8.6,0.909028966,-0.371491323,-0.560030569
03M860-2011,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL - 2011,1,50.7,42,1.4,7.2,0.7197712,-0.458029098,-0.562722986
03M860-2010,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL - 2010,1,67.8,47.5,0,5.1,0.144243795,-0.761895102,-0.334766819
03M860-2009,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL - 2009,1,60.5,53.9,2.6,14.5,0.596847984,-0.154530798,0.358981457
03M860-2008,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL - 2008,1,62.3,52.5,1.6,13.1,0.534623831,-0.274616743,0.268560705
03M860-2007,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL - 2007,1,65.6,59.4,3.1,6.3,-0.049389907,-0.589912433,-0.124264286
03M860-2006,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL - 2006,1,74.1,57.4,16.7,13,-0.139204313,0.24904345,0.335117931
03M860-2005,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL - 2005,1,55.1,46.4,10.1,0,-0.002553748,-0.494032628,-1.106349369
03M860-2004,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL - 2004,1,71.6,58.2,17.9,7.5,-0.397310363,0.045022218,-0.146838005
03M860-2003,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL - 2003,1,77.8,59.3,18.5,3.7,-0.761664167,-0.165923523,-0.335038017
04M310-2017,THE JUDITH S. KAYE SCHOOL - 2017,2,28.1,26.6,0,6.3,1.526915011,-0.350397371,-1.244664284
04M310-2016,THE JUDITH S. KAYE SCHOOL - 2016,2,44.9,37.2,0,14.1,1.320807419,-0.120825753,-0.170999428
04M372-2017,ESPERANZA PREPARATORY ACADEMY - 2017,0,81.2,81.2,40,4.7,-1.663182153,0.694518079,-0.131131468
04M372-2016,ESPERANZA PREPARATORY ACADEMY - 2016,0,81.4,81.4,37.2,7,-1.500934841,0.688807843,0.095835499
04M372-2015,ESPERANZA PREPARATORY ACADEMY - 2015,1,72.3,62.8,6.4,7.4,-0.281215412,-0.457333652,0.08635991
04M372-2014,ESPERANZA PREPARATORY ACADEMY - 2014,1,65.5,59.5,1.2,7.1,0.028805066,-0.629344131,-0.035218907
04M372-2013,ESPERANZA PREPARATORY ACADEMY - 2013,1,72.5,60,5,7.5,-0.195956237,-0.504604044,0.070898006
04M372-2012,ESPERANZA PREPARATORY ACADEMY - 2012,1,67.1,57.1,1.4,4.3,-0.102502512,-0.76399552,-0.272620892
04M409-2014,COALITION SCHOOL FOR SOCIAL CHANGE - 2014,1,80,55,0,12.5,0.085198001,-0.509288355,0.579602418
04M409-2013,COALITION SCHOOL FOR SOCIAL CHANGE - 2013,1,67.9,46.4,0,19.6,0.887903992,-0.04659977,0.801012863
04M409-2012,COALITION SCHOOL FOR SOCIAL CHANGE - 2012,2,46.7,32,0,28,2.079158988,0.563582549,0.878860069
04M409-2011,COALITION SCHOOL FOR SOCIAL CHANGE - 2011,2,32.5,24.1,0,22.9,2.306387045,0.440040836,0.107207788
04M409-2010,COALITION SCHOOL FOR SOCIAL CHANGE - 2010,2,25.9,23.5,0,23.5,2.497954517,0.520254619,0.034545074
04M409-2009,COALITION SCHOOL FOR SOCIAL CHANGE - 2009,2,42.6,37.2,0,26.6,1.996702985,0.510943518,0.783579828
04M409-2008,COALITION SCHOOL FOR SOCIAL CHANGE - 2008,2,45.5,40.9,0,23.6,1.706295938,0.331707996,0.654035632
04M409-2007,COALITION SCHOOL FOR SOCIAL CHANGE - 2007,2,48.1,27.4,0,26.4,2.060877005,0.487124399,0.7003275
04M409-2006,COALITION SCHOOL FOR SOCIAL CHANGE - 2006,1,65.8,39.5,1.3,13.2,0.72994829,-0.272543791,0.127587583
04M409-2005,COALITION SCHOOL FOR SOCIAL CHANGE - 2005,2,75.9,14.5,0,10.8,0.914380652,-0.451232658,-0.283309827
04M409-2004,COALITION SCHOOL FOR SOCIAL CHANGE - 2004,2,50.7,14.7,0,20,1.94011215,0.187946409,0.0287109
04M409-2003,COALITION SCHOOL FOR SOCIAL CHANGE - 2003,2,56.7,22.2,0,14.4,1.372703368,-0.152616385,-0.193619904
04M409-2002,COALITION SCHOOL FOR SOCIAL CHANGE - 2002,2,53.5,25.6,0,24.4,1.875279254,0.353575862,0.602597302
04M409-2001,COALITION SCHOOL FOR SOCIAL CHANGE - 2001,2,56.4,16.7,0,12.8,1.411166731,-0.213966708,-0.415279838
04M435-2017,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS - 2017,0,97,97,73.4,0.5,-3.219537799,1.720112565,-0.3918326
04M435-2016,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS - 2016,0,93.5,93.5,78.2,0.7,-3.155418676,1.965757,-0.556048434
04M435-2015,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS - 2015,0,95.2,92.1,59.3,0.5,-2.797171077,1.158902854,-0.312248509
04M435-2014,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS - 2014,0,95,92.7,67.5,0.3,-2.97893576,1.490889101,-0.431922844
04M435-2013,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS - 2013,0,94.8,93.3,59.3,0.2,-2.82741555,1.143830211,-0.323253372
04M435-2012,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS - 2012,0,93.4,92.4,53.7,0.3,-2.660372775,0.928077121,-0.278151931
04M435-2011,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS - 2011,0,91.4,91.1,52.1,0.3,-2.556694744,0.879785016,-0.311312977
04M435-2010,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS - 2010,0,87.5,86.8,52.2,2,-2.298355018,1.008345904,-0.312914029
04M435-2009,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS - 2009,0,87.4,85.4,40.1,2.3,-2.010515498,0.523053531,-0.15092915
04M435-2008,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS - 2008,0,87.7,87,50,2,-2.262899771,0.914559091,-0.276742685
04M435-2007,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS - 2007,0,88.7,86.3,54.6,0.8,-2.423320385,1.041881537,-0.428540902
04M435-2006,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS - 2006,0,87.7,84,54.9,1.3,-2.335093372,1.09272715,-0.447034707
04M435-2005,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS - 2005,0,86.4,79.2,55.5,2.2,-2.175426359,1.184846402,-0.483495566
04M435-2004,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS - 2004,0,78,69.3,52.1,4.8,-1.58666032,1.260519817,-0.533086317
04M435-2003,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS - 2003,0,79.4,74.5,55.9,7.2,-1.680095018,1.512334662,-0.285390314
04M435-2002,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS - 2002,0,74.2,70.8,52.7,6.3,-1.468175492,1.383434057,-0.461222567
04M435-2001,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS - 2001,0,66.4,62.6,42.3,7.5,-0.857206932,1.089202277,-0.49024881
04M495-2017,PARK EAST HIGH SCHOOL - 2017,0,100,100,33.7,0,-2.578541275,0.009299782,0.201054177
04M495-2016,PARK EAST HIGH SCHOOL - 2016,0,97.9,95.7,28.7,1.1,-2.28881448,-0.117719923,0.250477063
04M495-2015,PARK EAST HIGH SCHOOL - 2015,1,92.7,80.7,20.2,0,-1.751662754,-0.446473354,-0.053933353
04M495-2014,PARK EAST HIGH SCHOOL - 2014,0,96.7,90.2,29.3,0,-2.217028665,-0.122770013,0.045400891
04M495-2013,PARK EAST HIGH SCHOOL - 2013,1,95.5,90.2,17.9,0,-1.961649661,-0.589286907,0.178502004
04M495-2012,PARK EAST HIGH SCHOOL - 2012,1,74.2,71,2.2,3.2,-0.616029355,-0.875657607,-0.025591299
04M495-2011,PARK EAST HIGH SCHOOL - 2011,1,95.8,92.7,10.4,1,-1.819093537,-0.861993538,0.404457888
04M495-2010,PARK EAST HIGH SCHOOL - 2010,1,85.4,79.3,11,1.2,-1.313914728,-0.713042007,0.019964355
04M495-2009,PARK EAST HIGH SCHOOL - 2009,1,71.1,67.8,3.3,10,-0.163612302,-0.463572107,0.39586282
04M495-2008,PARK EAST HIGH SCHOOL - 2008,1,83.1,80.5,6.5,10.4,-0.736955704,-0.43451272,0.792368659
04M495-2007,PARK EAST HIGH SCHOOL - 2007,1,71.4,63.1,3.6,9.5,-0.106066848,-0.464976046,0.280636914
04M495-2006,PARK EAST HIGH SCHOOL - 2006,2,57.6,31.5,5.4,10.9,0.880992301,-0.131736215,-0.377820253
04M495-2005,PARK EAST HIGH SCHOOL - 2005,2,51.9,29.8,5.8,10.6,1.021560931,-0.08276762,-0.530188428
04M495-2004,PARK EAST HIGH SCHOOL - 2004,1,79.2,40.3,1.4,4.2,-0.040865437,-0.812744748,-0.351291311
04M495-2003,PARK EAST HIGH SCHOOL - 2003,1,72.3,34.9,0,7.2,0.402617019,-0.657494886,-0.297611245
04M495-2002,PARK EAST HIGH SCHOOL - 2002,2,63.4,22.5,4.2,16.9,1.255583972,0.094849681,0.065683028
04M495-2001,PARK EAST HIGH SCHOOL - 2001,1,67.2,19.7,0,8.2,0.876207127,-0.528685073,-0.550990204
04M555-2017,CENTRAL PARK EAST HIGH SCHOOL - 2017,0,99.2,99.2,63.8,0.8,-3.1068207,1.312103191,-0.166321981
04M555-2016,CENTRAL PARK EAST HIGH SCHOOL - 2016,0,98.2,98.2,32.5,0.9,-2.432347099,0.021831814,0.229234146
04M555-2015,CENTRAL PARK EAST HIGH SCHOOL - 2015,0,98.2,90.3,24.8,0,-2.162943424,-0.32186773,0.132632545
04M555-2014,CENTRAL PARK EAST HIGH SCHOOL - 2014,0,96.9,94.7,22.9,0.8,-2.144760605,-0.3641825,0.271560215
04M555-2013,CENTRAL PARK EAST HIGH SCHOOL - 2013,0,97.3,94.6,31.3,0.9,-2.314951431,-0.01164185,0.171691281
04M555-2012,CENTRAL PARK EAST HIGH SCHOOL - 2012,1,93.3,88.5,9.6,1,-1.661307013,-0.865244237,0.304970022
04M555-2011,CENTRAL PARK EAST HIGH SCHOOL - 2011,0,96.9,94.8,27.1,1,-2.220882612,-0.179461122,0.232633913
04M555-2010,CENTRAL PARK EAST HIGH SCHOOL - 2010,1,96.2,90.2,18,0.8,-1.939579237,-0.550981016,0.252443912
04M555-2009,CENTRAL PARK EAST HIGH SCHOOL - 2009,1,90.8,86.2,21.8,2.3,-1.737401746,-0.267619186,0.164982875
04M555-2008,CENTRAL PARK EAST HIGH SCHOOL - 2008,1,82,75.3,7.9,2.2,-1.043856424,-0.756899196,0.019012764
04M555-2007,CENTRAL PARK EAST HIGH SCHOOL - 2007,1,79,69.4,1.6,4.8,-0.600426665,-0.853292477,0.163961192
04M555-2006,CENTRAL PARK EAST HIGH SCHOOL - 2006,1,66.7,41.3,1.6,11.1,0.562265146,-0.37492849,0.001086848
04M555-2005,CENTRAL PARK EAST HIGH SCHOOL - 2005,1,58.3,31.9,0,6.9,0.765507515,-0.559939939,-0.604808066
04M555-2004,CENTRAL PARK EAST HIGH SCHOOL - 2004,2,52.2,26.9,0,11.9,1.254548049,-0.255000536,-0.391132661
04M555-2003,CENTRAL PARK EAST HIGH SCHOOL - 2003,2,50,27.8,0,20.4,1.710311103,0.176859906,0.261974721
04M555-2002,CENTRAL PARK EAST HIGH SCHOOL - 2002,2,37.5,0,0,26.6,2.866458704,0.650969761,0.09268769
04M555-2001,CENTRAL PARK EAST HIGH SCHOOL - 2001,2,36.5,5.4,0,20.3,2.465213029,0.33378589,-0.336703758
04M610-2017,YOUNG WOMEN'S LEADERSHIP SCHOOL - 2017,0,100,100,73.4,0,-3.373253946,1.664989521,-0.332472494
04M610-2016,YOUNG WOMEN'S LEADERSHIP SCHOOL - 2016,0,98.8,97.6,75.6,0,-3.341456843,1.772249069,-0.421202791
04M610-2015,YOUNG WOMEN'S LEADERSHIP SCHOOL - 2015,0,98.6,91.8,42.5,1.4,-2.486866307,0.478063556,0.037105782
04M610-2014,YOUNG WOMEN'S LEADERSHIP SCHOOL - 2014,0,100,93,37.2,0,-2.506672576,0.174482445,0.040088246
04M610-2013,YOUNG WOMEN'S LEADERSHIP SCHOOL - 2013,0,100,98.8,29.3,0,-2.46613117,-0.170908346,0.240654812
04M610-2012,YOUNG WOMEN'S LEADERSHIP SCHOOL - 2012,0,100,97.2,28.2,0,-2.411669931,-0.212391868,0.229396622
04M610-2011,YOUNG WOMEN'S LEADERSHIP SCHOOL - 2011,0,98.6,95.8,29.6,0,-2.37960534,-0.139754609,0.164342642
04M610-2010,YOUNG WOMEN'S LEADERSHIP SCHOOL - 2010,0,95.4,87.7,27.7,0,-2.104871223,-0.172971711,0.004435821
04M610-2009,YOUNG WOMEN'S LEADERSHIP SCHOOL - 2009,0,100,92.5,29.9,0,-2.350403564,-0.128591779,0.13005482
04M610-2008,YOUNG WOMEN'S LEADERSHIP SCHOOL - 2008,0,100,90.9,21.2,0,-2.143805895,-0.487033539,0.220932718
04M610-2007,YOUNG WOMEN'S LEADERSHIP SCHOOL - 2007,1,98.4,89.1,6.3,0,-1.772809263,-1.091603542,0.365073005
04M610-2006,YOUNG WOMEN'S LEADERSHIP SCHOOL - 2006,1,100,85.5,16.4,0,-1.938229691,-0.672394647,0.197551192
04M610-2005,YOUNG WOMEN'S LEADERSHIP SCHOOL - 2005,1,98.3,84.7,11.9,0,-1.793431157,-0.845233962,0.216526708
04M610-2004,YOUNG WOMEN'S LEADERSHIP SCHOOL - 2004,1,94.1,80.4,15.7,0,-1.68720261,-0.643729697,0.025112788
04M610-2003,YOUNG WOMEN'S LEADERSHIP SCHOOL - 2003,1,98.4,71.9,18.8,0,-1.674287612,-0.523076521,-0.082855222
04M610-2002,YOUNG WOMEN'S LEADERSHIP SCHOOL - 2002,1,100,77.8,16.7,0,-1.788110394,-0.638746579,0.068196973
04M610-2001,YOUNG WOMEN'S LEADERSHIP SCHOOL - 2001,1,96.8,69.8,15.9,0,-1.537423617,-0.626362647,-0.104865138
04M635-2010,ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HS - 2010,1,82.4,76.5,0,17.6,-0.150568226,-0.335360879,1.374923902
04M635-2009,ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HS - 2009,2,42.3,38.5,0,17.3,1.513022195,0.052289363,0.060838552
04M635-2008,ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HS - 2008,2,42,40,0,11,1.175000949,-0.25939258,-0.420301184
04M635-2007,ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HS - 2007,2,42.9,21.4,0,23.5,2.155563911,0.399645936,0.285158968
04M635-2006,ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HS - 2006,2,41.3,24,1.3,20,1.938388439,0.286511323,0.005130184
04M635-2005,ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HS - 2005,2,49.4,20,1.2,11.8,1.428846787,-0.17011691,-0.574413345
04M635-2004,ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HS - 2004,2,48.3,20.2,0,19.1,1.838028816,0.146433425,0.006517034
04M635-2003,ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HS - 2003,1,55.9,29.4,5.9,7.4,0.777392604,-0.264589945,-0.725268693
04M635-2002,ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HS - 2002,1,68.3,31.7,2.4,12.2,0.759562664,-0.273015228,-0.051712883
04M635-2001,ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HS - 2001,2,52.7,5.5,0,12.7,1.71705429,-0.160635241,-0.667496345
04M680-2017,"HERITAGE SCHOOL, THE - 2017",1,75,73.5,13.2,16.2,-0.256269055,0.209546833,0.913505743
04M680-2016,"HERITAGE SCHOOL, THE - 2016",1,84.6,84.6,18.5,4.6,-1.383718873,-0.241665131,0.262157045
04M680-2015,"HERITAGE SCHOOL, THE - 2015",1,90.1,77.5,2.8,4.2,-1.069989016,-0.937499509,0.417950876
04M680-2014,"HERITAGE SCHOOL, THE - 2014",1,78.4,64.7,9.8,9.8,-0.406165252,-0.248080767,0.364458664
04M680-2013,"HERITAGE SCHOOL, THE - 2013",1,63.6,54.5,3,12.1,0.386703035,-0.280557285,0.224626936
04M680-2012,"HERITAGE SCHOOL, THE - 2012",1,70.2,57.1,2.4,14.3,0.306328218,-0.253597636,0.560360981
04M680-2011,"HERITAGE SCHOOL, THE - 2011",1,59.3,50.6,2.5,17.3,0.832668464,-0.003035849,0.508969327
04M680-2010,"HERITAGE SCHOOL, THE - 2010",1,64.6,57.3,4.9,7.3,0.029707448,-0.452471405,-0.119936997
04M680-2009,"HERITAGE SCHOOL, THE - 2009",1,56.1,54.5,3,7.6,0.331970673,-0.446086223,-0.258536546
04M680-2008,"HERITAGE SCHOOL, THE - 2008",1,60.3,55.2,0,17.2,0.761808263,-0.132276554,0.626242366
04M680-2007,"HERITAGE SCHOOL, THE - 2007",2,1.3,1.3,0,10.4,2.851400228,0.119887276,-1.779665642
04M680-2006,"HERITAGE SCHOOL, THE - 2006",1,56,34.7,2.7,9.3,0.826542405,-0.319907855,-0.443375083
04M680-2005,"HERITAGE SCHOOL, THE - 2005",1,54.8,33.3,3.6,8.3,0.814182002,-0.318783593,-0.577807883
04M680-2004,"HERITAGE SCHOOL, THE - 2004",2,57.6,30.5,6.8,11.9,0.923148012,-0.021430426,-0.333461646
04M680-2003,"HERITAGE SCHOOL, THE - 2003",2,51.7,36.7,10,18.3,1.186378469,0.453577482,0.134075236
04M680-2002,"HERITAGE SCHOOL, THE - 2002",1,70.8,54.2,15.3,9.7,-0.136252917,0.061698365,-0.015613971
04M680-2001,"HERITAGE SCHOOL, THE - 2001",2,55.8,26.9,0,13.5,1.252872833,-0.203083938,-0.20370552
04M695-2006,URBAN PEACE ACADEMY - 2006,1,77.8,60,11.1,11.1,-0.258428142,-0.112576601,0.363724381
04M695-2005,URBAN PEACE ACADEMY - 2005,2,54.4,29.8,1.8,19.3,1.479192213,0.159639479,0.256653287
04M695-2004,URBAN PEACE ACADEMY - 2004,2,59.1,25,0,15.9,1.336439407,-0.104382722,0.011331168
04M695-2003,URBAN PEACE ACADEMY - 2003,2,37.7,17,0,9.4,1.658874328,-0.2429704,-0.993795116
04M695-2002,URBAN PEACE ACADEMY - 2002,2,40.5,23,0,18.9,1.947908546,0.186895653,-0.094470519
04M695-2001,URBAN PEACE ACADEMY - 2001,2,22.4,0,0,27.6,3.258307613,0.812392634,-0.080826493
05M148-2017,EAGLE ACADEMY FOR YOUNG MEN OF HARLEM - 2017,1,68.1,68.1,36.2,4.3,-1.044807779,0.649710765,-0.544511961
05M148-2016,EAGLE ACADEMY FOR YOUNG MEN OF HARLEM - 2016,1,73.1,73.1,14.9,6,-0.74819322,-0.205904672,0.041941677
05M157-2017,THE URBAN ASSEMBLY SCHOOL FOR GLOBAL COMMERCE - 2017,1,76.3,76.3,0,5.1,-0.632188102,-0.904137921,0.276368384
05M157-2016,THE URBAN ASSEMBLY SCHOOL FOR GLOBAL COMMERCE - 2016,1,69.5,69.5,0,5.1,-0.340323733,-0.83492259,0.051776834
05M157-2015,THE URBAN ASSEMBLY SCHOOL FOR GLOBAL COMMERCE - 2015,1,66.7,56.3,0,18.8,0.674422687,-0.104193874,0.87847977
05M157-2014,THE URBAN ASSEMBLY SCHOOL FOR GLOBAL COMMERCE - 2014,1,54.5,45.5,0,7.8,0.620721381,-0.524767552,-0.375614815
05M157-2013,THE URBAN ASSEMBLY SCHOOL FOR GLOBAL COMMERCE - 2013,1,67.2,46.9,0,9.4,0.384587648,-0.544340795,-0.012953866
05M285-2017,HARLEM RENAISSANCE HIGH SCHOOL - 2017,2,14.9,14.9,0,14.9,2.492243587,0.202738433,-0.972962927
